1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
9.9569337965017479e-001	4.3066203498251798e-003	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
9.8482032603298097e-001	1.5177187950501655e-002	2.4860165174119385e-006	0.0000000000000000e+000	0.0000000000000000e+000	
9.6513206260105155e-001	3.4843079152871277e-002	2.4857319465696446e-005	9.2661142544644396e-010	0.0000000000000000e+000	
9.2956358183390997e-001	7.0280341674916577e-002	1.5605596458245514e-004	2.0246716984253279e-008	2.7987392883974810e-010	
8.4098604832538415e-001	1.5786049116496861e-001	1.1530052097278984e-003	4.5443474974294694e-007	8.6516963526742785e-010	
6.2922647480472371e-001	3.6115152765281283e-001	9.6098542679770964e-003	1.2141505629270124e-005	1.7688571580838717e-009	
2.9907292408097519e-001	6.4065657920385399e-001	5.9960673054274639e-002	3.0980192351649088e-004	2.1737379556705810e-008	
1.2843818149331418e-001	6.8904096290990902e-001	1.7867412069524569e-001	3.8432297946146819e-003	3.5051069165304842e-006	
4.7954538056644527e-002	5.8932058322905689e-001	3.3959824819143225e-001	2.2824827785160144e-002	3.0180273770597491e-004	
1.5361436575450169e-002	4.3418775329200199e-001	4.8194582561976523e-001	6.6617709222217644e-002	1.8872752905650552e-003	
3.7772533316226108e-003	2.7126241757308461e-001	5.7364764490068643e-001	1.4532037793824212e-001	5.9923062563642443e-003	
5.7728545712558486e-004	1.2929212589492353e-001	5.8518725857159060e-001	2.7107360033015299e-001	1.3869729746207345e-002	
8.7792007399063054e-005	6.0331027583408824e-002	5.1676557655179933e-001	3.9370651380237870e-001	2.9109090055014098e-002	
1.3276561148083925e-005	2.7863298017684175e-002	4.2603017907922708e-001	4.9398041521343794e-001	5.2112831128502596e-002	
1.9950171445279615e-006	1.2775203241143391e-002	3.3809240662229023e-001	5.6694986674038228e-001	8.2180528379039650e-002	
2.9760344932108630e-007	5.8175896980438013e-003	2.6203158270172228e-001	6.1392655201026580e-001	1.1822397798651868e-001	
4.4023043362810655e-008	2.6299187567643441e-003	1.9978315692120521e-001	6.3847991773727009e-001	1.5910696256171705e-001	
6.4490396902629871e-009	1.1791181621101825e-003	1.5039799697556860e-001	6.4463521314872296e-001	2.0378766526455852e-001	
9.3407828238223377e-010	5.2365624014599505e-004	1.1197327611849049e-001	6.3613674188633351e-001	2.5136632482095178e-001	
1.3350435543922757e-010	2.3000439522966921e-004	8.2479473050712140e-002	6.1620031704108025e-001	3.0109020537947367e-001	
1.8784593550206445e-011	9.9724715481392255e-005	6.0080640450018374e-002	5.8747855886590039e-001	3.5234107594981529e-001	
2.5945663459585662e-012	4.2583532840609772e-005	4.3229981755062749e-002	5.5211046315818646e-001	4.0461697155131554e-001	
3.5061660066512494e-013	1.7858158261025105e-005	3.0671356826982313e-002	5.1179730635619813e-001	4.5751347865820791e-001	
4.6184859346642995e-014	7.3306564531253569e-006	2.1405889513730753e-002	4.6788010637987415e-001	5.1070667344989584e-001	
5.9095708210249111e-015	2.9344112409628896e-006	1.4649556342530833e-002	4.2140911415337218e-001	5.6393839509285015e-001	
7.3344808236456478e-016	1.1410804414292730e-006	9.7923469405370236e-003	3.7320261690307088e-001	6.1700389507594988e-001	
8.8903811509831065e-017	4.2992611349102158e-007	6.3627237759337433e-003	3.2389520117843074e-001	6.6974164511952194e-001	
1.1019682978060911e-017	1.5718800915526116e-007	3.9981487045068851e-003	2.7397668911420486e-001	7.2202500499327915e-001	
1.7874993451708088e-018	5.6377298204173432e-008	2.4212641520752784e-003	2.2382323072581109e-001	7.7375544874481550e-001	
6.9057344462477654e-019	2.0267794499708630e-008	1.4209288684754093e-003	1.7372197448707305e-001	8.2485707637665706e-001	
5.6033417691379767e-019	7.2811591340547399e-009	8.3725642406633205e-004	1.2389056010799238e-001	8.7527217618678221e-001	
5.4887290945888973e-019	4.3316477192414392e-009	6.2701085481493217e-004	9.6102141127027987e-002	9.0327084368650945e-001	
5.4748180946338221e-019	3.5541907850511154e-009	5.4495800022647271e-004	8.0674103892792087e-002	9.1878093455279075e-001	
5.4707727324303882e-019	3.1272973435777037e-009	4.9024236540944370e-004	6.5499725175096057e-002	9.3401002933219712e-001	
5.4686729329723693e-019	2.7315416869612434e-009	4.3776261145630005e-004	5.2970301002451550e-002	9.4659193365455041e-001	
5.4675913182493891e-019	2.3676682687892742e-009	3.8768773334578444e-004	4.2623898913659822e-002	9.5698841098532617e-001	
5.4670385507657326e-019	2.0361464032824139e-009	3.4022334999114870e-004	3.4079130133286450e-002	9.6558064448057601e-001	
5.4667237413038856e-019	1.6691192799892001e-009	2.8527960673720642e-004	2.3194150622112962e-002	9.7652056810203058e-001	
5.4663593170026229e-019	1.0654924874230232e-009	1.8377263201543488e-004	1.4244452471124148e-002	9.8557177383136785e-001	
5.4658996581900501e-019	7.4110905303409233e-010	3.8682360693081881e-005	6.8650978787941110e-003	9.9309621901940370e-001	
5.4651952121251457e-019	6.2632210620412272e-010	5.3616003446793924e-006	5.5368199529644518e-004	9.9944095577803671e-001	
5.4634059434533644e-019	4.9502840497501379e-010	2.5944167276338753e-006	8.6401093046586361e-005	9.9991100399519739e-001	
5.4599740401504178e-019	2.9545692469682573e-010	1.6684692437486934e-006	5.3516617315578145e-005	9.9994481461798379e-001	
5.4560102722107775e-019	1.8817885273293607e-010	3.5139989290719824e-007	2.6435195540565226e-005	9.9997321321638766e-001	
5.4513447179251303e-019	1.2214320406923604e-010	8.4790229812481934e-008	2.0326076345710762e-006	9.9999788247999233e-001	
5.4452062519773813e-019	6.3615097914267935e-011	2.0020708971971125e-008	2.0063323986727930e-007	9.9999977928243600e-001	
5.4409357720451001e-019	1.7519081058739027e-011	4.2345575516926489e-009	2.9270187850635478e-008	9.9999996647773548e-001	
5.4350464743327830e-019	9.5638428976506429e-012	2.0207688922937183e-010	6.0726961746343956e-009	9.9999999371566306e-001	
5.4248805187564353e-019	5.1371435395763345e-012	5.1994757342483760e-011	5.6025310294496942e-010	9.9999999938261497e-001	
5.4165975913664264e-019	1.6568822115438125e-012	1.4338703788624346e-011	7.8671095874172527e-011	9.9999999990533328e-001	
