6.760747,4.518381,-0.020077,-1.649257,1.260810,-2.498191,0.889732,-0.829730,-0.525405,-0.488893,-0.632575,0.039477,
4.925264,4.204491,1.310985,4.100228,2.541942,-2.344334,-0.669688,-1.226068,-0.188429,-0.369103,-0.447090,-0.040405,
2.668965,1.781269,1.600786,0.602159,0.524848,-0.093181,0.345808,0.024126,0.212763,-0.037638,0.045264,0.027417,
5.827458,2.607103,-1.738985,-0.814780,3.395487,1.780580,3.582343,1.403955,0.336428,-0.038766,-0.304087,0.052168,
1.751330,-1.023134,-0.494009,-1.047575,-1.831568,-2.164177,1.491651,-0.039252,0.968334,0.489456,0.061819,0.035082,
5.539961,4.704129,3.429278,2.171352,2.738375,1.513760,1.703756,0.588304,-0.485916,-0.616305,-0.144301,-0.024214,
2.172533,1.419167,1.706223,0.743688,1.216394,0.634876,1.368980,0.183137,0.457870,0.257051,0.228371,0.076217,
2.091634,0.598540,2.052672,2.815263,2.671265,-0.320984,2.419105,1.244028,1.143953,0.410668,0.063665,0.093944,
3.244427,1.188907,-2.223164,-1.152830,1.482011,-0.906763,0.747855,-0.395476,0.490222,0.136050,0.188483,0.074436,
6.330224,3.939508,0.660530,0.882118,3.464899,0.083157,-0.047045,-0.363420,-0.059965,0.000402,-0.134835,0.010201,
2.802679,2.180277,2.440301,1.556388,1.679997,0.542382,0.774490,-0.201789,-0.092607,-0.180987,0.006755,0.051468,
5.021105,2.358690,-1.225100,1.681128,4.518400,0.829502,2.753803,1.648781,0.646578,-0.065136,-0.308032,0.162563,
1.563040,-0.672260,-0.110470,-0.601371,-0.428333,-0.878795,1.787355,-0.046436,0.480150,0.151938,0.055119,0.044965,
5.041598,4.596024,4.052799,3.486922,3.194275,1.767364,0.987666,0.242140,-0.104258,-0.095303,0.008403,-0.025874,
5.801482,2.253791,-0.080210,0.833777,2.750769,-0.215249,-0.057529,0.390421,1.177656,0.927543,0.284153,0.056618,
3.778983,2.559128,1.027708,0.672071,1.707449,1.852415,3.310728,0.214819,0.141907,0.981099,0.439606,0.186980,
6.291141,4.580408,-0.466098,-3.166709,1.561748,-0.707006,2.291820,0.605319,0.349995,0.109093,-0.379364,-0.032001,
4.703429,4.228476,2.688426,4.983431,4.020927,-0.134828,1.342320,-0.726841,-0.245869,0.135115,-0.232364,-0.038624,
3.146912,2.053093,1.758891,0.651542,1.788700,-0.550911,0.865552,0.428121,0.471405,-0.000054,0.025697,0.080038,
6.250325,0.604632,-1.879564,0.713357,2.758287,0.345278,3.900324,2.359094,0.417330,-0.407436,-0.102893,0.170015,
0.364920,-1.640448,-0.151894,-0.945685,-1.770258,-0.879725,2.072922,-0.564870,0.832290,0.492889,-0.012122,0.032650,
6.168726,4.136444,2.664122,2.688086,3.045489,0.670132,0.420853,0.677385,-0.123375,-1.229689,-0.439255,-0.067119,
2.627092,1.640535,1.650000,0.657481,0.784877,0.076087,1.090118,0.817737,1.032664,0.344705,0.177848,0.052744,
1.681732,1.166848,1.927848,1.291465,1.884842,1.213441,1.620294,0.888892,0.987225,0.440346,0.311278,0.059982,
5.027790,1.963395,0.266289,-0.506628,0.713604,-1.513746,-0.044430,0.376562,0.961349,0.408797,0.203215,0.099334,
6.061429,4.361064,2.375891,2.039712,4.761953,-0.613962,1.091780,0.430412,-0.192975,-0.846474,-0.684528,-0.019387,
2.379599,1.848732,2.331607,1.619720,1.943473,0.865397,0.879099,0.452442,0.511170,0.101817,0.168819,0.073032,
4.090795,2.560875,-1.197435,1.912888,5.904487,1.572845,2.924115,0.387459,0.577380,0.148223,-0.032361,0.216423,
4.826844,1.958179,-0.255689,0.128721,2.577160,0.942483,2.360655,1.102057,0.915497,0.201648,0.120266,0.068818,
3.855000,3.389040,3.311154,3.140862,3.420639,2.369423,2.073269,0.965071,0.656473,0.384845,0.231264,0.083328,
4.788420,1.724375,-1.288221,0.054067,3.683007,-0.707259,1.446657,1.206563,1.288370,0.872989,-0.000434,0.076959,
3.688016,4.065406,1.463485,2.504026,2.477297,2.665777,4.029067,-0.101600,-0.780142,0.840985,0.193211,0.215432,
