0.622431,0.795346,1.748477,1.736445,1.754454,1.302575,1.444069,0.590953,1.166425,1.014668,0.119220,-0.002248,
0.905236,0.551352,1.553781,1.314218,1.608764,0.706091,1.722736,1.016947,1.633195,0.511552,0.247195,-0.013730,
0.873288,0.564808,1.260662,1.627121,1.569132,1.131290,1.640612,1.177574,1.705366,0.326531,0.143010,0.013170,
0.750058,0.452748,1.338300,1.884208,1.803002,0.970681,1.492804,1.600194,1.126039,0.721319,0.029350,0.017755,
0.859180,0.285297,1.545212,1.576694,2.070005,0.918650,1.777252,1.669783,0.988949,0.477146,0.118240,0.039002,
0.937924,0.155360,1.951890,1.124867,2.072909,1.154827,2.130712,1.397218,1.080921,0.394326,0.189932,0.040114,
0.966675,0.385303,1.987795,1.223536,1.790468,1.498055,1.413848,1.102617,0.630664,0.548661,0.134866,0.070134,
0.812779,0.331743,1.566498,1.863922,1.499714,1.696328,1.198376,0.708685,0.713392,0.761754,0.193997,0.025634,
0.839471,0.601251,1.472966,2.162714,1.017019,1.093117,1.267246,1.127067,1.087832,0.931765,0.084609,0.002938,
0.678229,0.863815,0.880442,2.232607,1.751607,1.188197,1.464249,1.722188,0.617919,0.860504,0.166417,0.012650,
0.619940,1.016346,1.586846,1.889689,1.667423,1.077403,1.228507,1.580248,0.776989,0.915196,0.118200,0.025842,
0.769049,0.617504,1.649304,2.032766,1.383706,1.349032,1.474869,1.781894,0.811331,0.466337,0.363044,0.006471,
0.759276,0.576253,1.064182,1.983180,1.803037,1.450284,1.864918,1.273351,1.497270,0.483142,-0.014872,0.042860,
0.823060,0.550446,1.255992,1.910126,1.870847,1.059486,2.045667,1.036893,1.432528,0.377144,-0.074170,0.094911,
0.837529,0.849387,1.259274,1.773114,1.299427,0.752015,1.760906,0.919868,1.161311,0.538916,0.203351,0.024845,
1.024180,0.780466,1.219256,1.846128,0.883983,0.475867,1.167985,1.018425,1.178035,0.539607,0.462587,-0.022347,
1.171062,0.178681,1.391684,1.835090,1.586580,0.977834,1.862090,0.873838,1.151122,0.112104,0.208210,0.083097,
0.942654,-0.031492,1.795956,1.800693,2.474900,1.295706,2.361930,0.285042,1.573196,-0.049599,0.150064,0.157537,
0.874682,0.549712,1.545995,1.553923,2.236877,0.502796,2.102245,0.937451,1.194166,0.039056,0.307291,0.081247,
1.070386,0.764948,1.125751,1.648146,2.209591,0.237901,1.715395,1.136698,0.891757,0.110571,0.504378,0.034864,
1.425408,0.566578,1.627519,1.942514,2.045167,0.967871,1.201578,1.255239,0.631595,0.249023,0.330102,0.078063,
